start,end,Date and Time,"Name of the Bus Stop (as displayed on the shelter, if no info is available write the commonly known name)",Survey Location,_Survey Location_latitude,_Survey Location_longitude,_Survey Location_altitude,_Survey Location_precision,"If Location field is not working, please enter coordinates from google maps or paste the location URL",Type of Bus Stop,Condition of Bus Shelter,How is the bus stop positioned relative to the road?,"How is the bus stop positioned relative to the road?/Set back from the road – against a wall, compound, or building edge",How is the bus stop positioned relative to the road?/On the road edge / footpath edge – directly adjacent to traffic,How is the bus stop positioned relative to the road?/The road/footpath is too narrow ,Relationship between Bus Stop and Pedestrians,Is there space behind the bus shelter for pedestrians to walk/wheelchair to move freely?,Is there space between the bus shelter and the road for pedestrians to walk/wheelchair to move freely? ,"Can pedestrians/wheelchair users move past the bus stop on the footpath, without having to step down on the road? ",Is the space behind the bus shelter usable?,How many bus shelters are placed close to each other?,Where do buses typically stop? ,Where do buses typically stop? /At the bus stop – buses pull up to the shelter/marked stop,Where do buses typically stop? /Away from the bus stop – buses stop before or beyond the shelter/marked location,Where do buses typically stop? /Bus stop not clearly marked,Where do buses typically stop? /Unsure / not observed,How far away from the kerb/Bus stop platform does the bus stop?,Tick all access features present at this bus stop,Tick all access features present at this bus stop/Footpath available to reach the bus stop from both directions,"Tick all access features present at this bus stop/Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",Tick all access features present at this bus stop/Ramp for wheelchair users to access the bus stop,"Tick all access features present at this bus stop/Ramp is in usable condition (not too steep, not broken, nor blocked)",Tick all access features present at this bus stop/Tactile paving for visually impaired users,Tick all access features present at this bus stop/Pedestrian crossing at/close to the bus stop to cross the road?,Tick all access features present at this bus stop/None of the above,Check this box if the bus stop's kerb is higher than 15cms or has steps to access ,Is the bus stop area free of encroachments?,Is there evidence of water-logging or poor drainage around the stop?," How safe does this bus stop feel, particularly at night?", Is the bus stop big enough for the number of people who typically wait here?,Does the bus stop have a roof that shelters people from rain?,Is there adequate shade during the day for people waiting?,Is there adequate lighting at the bus stop during the night?,"If seated at the bus stop, can you clearly see an approaching bus?",Is the seating provided comfortable?,Is the name of the bus stop clearly displayed?,Is bus route information displayed at the stop?,Tick all amenities present at this bus stop,Tick all amenities present at this bus stop/Seating / bench,Tick all amenities present at this bus stop/Sufficient seating for the number of people typically waiting,Tick all amenities present at this bus stop/Dustbin / waste bin,Tick all amenities present at this bus stop/Drinking water (tap or dispenser),Tick all amenities present at this bus stop/Public toilet nearby (within eyesight),Tick all amenities present at this bus stop/CCTV camera,Tick all amenities present at this bus stop/Digital information boards with real time arrival information and service alerts,Tick all amenities present at this bus stop/None of the Above,What is the primary land use or activity near this bus stop?,Does the bus shelter carry advertisements?,Any other observations about this bus stop?,Top 1–2 improvements you would recommend for this stop,Photo of Bus Stop Front,Photo of Bus Stop Front_URL,Photo of Bus Stop from Side ,Photo of Bus Stop from Side _URL,Photo of any other key observation 1 ,Photo of any other key observation 1 _URL,Photo of any other key observation 2 ,Photo of any other key observation 2 _URL,id,uuid,submission_time,_validation_status,notes,status,version,tags,meta/rootUuid,index,city,source_form,latitude,longitude,coordinate_source,location_flag,waiting_capacity_problem,roof_problem,shade_problem,shelter_problem_score,night_safety_problem,lighting_problem,safety_problem_score,insufficient_seating_problem,uncomfortable_seating_problem,bus_visibility_problem,comfort_problem_score,road_access_problem,road_space_problem,high_kerb_problem,road_interface_score,drainage_problem,environment_encroachment_problem,environment_risk_score,missing_stop_name_problem,poor_stop_name_problem,missing_route_information_problem,poor_route_information_problem,passenger_information_score,stop_name_problem,route_information_problem,information_problem_count,information_quality,dustbin__waste_bin,drinking_water_tap_or_dispenser,public_toilet_nearby_within_eyesight,cctv_camera,digital_information_boards_with_real_time_arrival_information_and_service_alerts,amenity_deficiency_score,land_use_group,combined_problem_score,master_priority_score,priority_rank
2026-06-30T18:39:55.844000+05:30,2026-06-30T18:47:34.009000+05:30,2026-06-30T18:40:00+05:30,Sakhi JV,,,,,,https://maps.app.goo.gl/AYr1sZphoTVzn7kNA?g_st=ac,Stainless Steel Bus Shelter,Unclean/Poorly Maintained,,0,1,0,,0,0,0,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,,None of the above,0,0,0,0,0,0,1,," Yes – fully accessible, no obstructions","Yes – signs of standing water, algae, or drainage issues visible","Unsafe – poorly lit, isolated, or has a history of feeling threatening",No – overcrowded or high number of people standing on the road,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,No – inadequate or no lighting at all,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements dominate; passenger information is secondary,The roof is very small. During rainfall the water directly pours in,No lights in the bus stop.,1000358947-18_47_31.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797136722/attachments/attD7hGsxMaskf3PJNmfTiWe/,,,,,,,797136722,8a2ebb7c-6419-48d1-8137-65597c03e618,2026-06-30T18:47:37+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:8a2ebb7c-6419-48d1-8137-65597c03e618,167,Chennai,Chennai,13.045653,80.186966,gmaps_link,OK,False,False,True,1,False,False,0,True,False,False,1,True,True,,2,True,True,2,True,False,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Commercial,5,8,14
2026-06-30T18:44:35.904000+05:30,2026-06-30T19:13:33.447000+05:30,2026-06-30T18:55:00+05:30,DLF /L&T Ramapuram (Towards Porur),13.024279 80.178158 -44.500003814697266 7.699999809265137,13.024279,80.178158,-44.50000381,7.699999809,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,1,1,1,,0,0,0,,2,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,,"Footpath available to reach the bus stop from both directions Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc Pedestrian crossing at/close to the bus stop to cross the road?",1,1,0,0,0,1,0,," Yes – fully accessible, no obstructions","Yes – signs of standing water, algae, or drainage issues visible","Somewhat safe – some concerns (e.g., poor visibility, isolated location)",No – overcrowded or high number of people standing on the road,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,No – inadequate or no lighting at all,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mostly commercial - Office buildings, malls, large stores, etc",Yes – advertisements dominate; passenger information is secondary,"No Light at all for the evening and night passengers, 90% darker","1.Less space for boarding bus and shelter and seating a less during peak hours over crowded so space can be increased. 2. NO foot path for pedestrian walking People, passenger and footpath users stubble one another due to no space for walking",1000317660-19_11_30.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797184232/attachments/attg9ZSN5HcGUDnQG8X4ifXC/,1000317664-19_11_51.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797184232/attachments/attPDufctT253iRn96CZBtHp/,1000317663-19_12_3.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797184232/attachments/attjwVwkYSyiMMzZZhUUiZ9o/,1000317665-19_13_22.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797184232/attachments/attiXcApArxKwTNyD8jyWtZR/,797184232,88f8747a-67d4-432d-9070-06daeba81567,2026-06-30T19:13:40+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:88f8747a-67d4-432d-9070-06daeba81567,169,Chennai,Chennai,13.024279,80.178158,device_gps,OK,False,False,True,1,False,False,0,True,False,False,1,True,True,,2,True,True,2,True,False,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Commercial,5,8,14
2026-06-30T20:31:04.069000+05:30,2026-06-30T20:55:09.205000+05:30,2026-06-30T19:15:00+05:30,Vadapalani Murugan Temple (towards Kodambakkam),,,,,,https://maps.app.goo.gl/BDVWKBrGwfjHNfiE6?g_st=ac,Other Metal Bus Shelter (Other than Stainless Steel),Satisfactory – minor wear/dusty but usable,,1,0,0,,0,0,0,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,,None of the above,0,0,0,0,0,0,1,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material","Yes – signs of standing water, algae, or drainage issues visible","Safe – well-lit, visible, and active surroundings",No – overcrowded or high number of people standing on the road,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,"Yes – lit by nearby street lights, shop fronts, or advertisement boards",Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,None of the Above,0,0,0,0,0,0,0,1,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",No advertisements,"Because of metrorail work, the bus stop is not well constructed nor maintained. It is an important stop, so I urge the authorities to fix it right at the earliest.",,1000330856-20_53_43.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797356791/attachments/att5GijJAAybyaF52P8epPRz/,,,,,,,797356791,09248747-6242-4462-bbbd-3ec1a23a26ef,2026-06-30T20:55:14+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:09248747-6242-4462-bbbd-3ec1a23a26ef,171,Chennai,Chennai,13.050229,80.213515,gmaps_link,OK,False,False,True,1,False,False,0,True,False,False,1,True,True,,2,True,True,2,True,False,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Commercial,5,8,14
2026-06-30T20:55:09.305000+05:30,2026-06-30T21:12:19.481000+05:30,2026-06-30T19:30:00+05:30,Powerhouse Kodambakkam,,,,,,https://maps.app.goo.gl/F5J6TC7GajMTW7SK7,"Only ""Bus Stop"" Signboard - No Bus Shelter",,,0,1,0,,0,0,0,,,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,,None of the above,0,0,0,0,0,0,1,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",Unsure,"Safe – well-lit, visible, and active surroundings",,,Partial – some shade but insufficient,"Yes – lit by nearby street lights, shop fronts, or advertisement boards",,,No – name is missing,No information displayed at all,None of the Above,0,0,0,0,0,0,0,1,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",,"Due to metro rail construction, the bus stop is not available. In the middle of the road, just below the metro bridge, there's a signboard 'MTC Bus stop' with a bench.",I hope the authorities build a proper bus stop at the earliest.,1000330858-21_12_8.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797381951/attachments/attWfhQZH8PzYpyriiQfwUng/,1000330859-21_12_15.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797381951/attachments/attC7FMHeh6Ff2zgtsXBhz9t/,,,,,797381951,78725297-fa7e-49c1-a636-ad3925ad1473,2026-06-30T21:12:26+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:78725297-fa7e-49c1-a636-ad3925ad1473,172,Chennai,Chennai,13.05219,80.219365,gmaps_link,OK,False,False,True,1,False,False,0,True,False,False,1,True,True,,2,False,True,1,True,False,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Commercial,4,7,42
2026-06-30T22:21:34.452000+05:30,2026-06-30T22:34:05.752000+05:30,2026-06-22T07:15:00+05:30,Navalur AGS,,,,,,https://maps.app.goo.gl/MHuaSxgALexheChy6?g_st=ac,Other Metal Bus Shelter (Other than Stainless Steel),Unclean/Poorly Maintained,,0,1,0,,1,0,0,No - It's very unhygienic or feels unsafe to use,1 - this is a standalone shelter ,Bus stop not clearly marked,0,0,1,0,,None of the above,0,0,0,0,0,0,1,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",No – overcrowded or high number of people standing on the road,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,"Yes – lit by nearby street lights, shop fronts, or advertisement boards","No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)","Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mostly commercial - Office buildings, malls, large stores, etc",No advertisements,"The bus stop as s paver blocks on the floors, which hinders movement. This makes the bus stop very inconvenient and dangerous for walkers and users..One if the metal supports look slanting.","Roof is not at all enough, this looks like a temporary structure, need to be upgraded.",1000325386-22_33_21.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797471614/attachments/attRZE9wFWzU8Zp5x7sZ5qGh/,1000325385-22_33_35.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797471614/attachments/attrqR2DovvqNcazA3TLWi3D/,,,,,797471614,d7069b05-ec4b-4d0a-9d5b-a071d9ae4e19,2026-06-30T22:34:10+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:d7069b05-ec4b-4d0a-9d5b-a071d9ae4e19,173,Chennai,Chennai,12.850504,80.22641,gmaps_link,OK,False,False,True,1,False,False,0,True,False,True,2,True,True,,2,False,True,1,True,False,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Commercial,4,8,14
2026-06-30T21:12:19.625000+05:30,2026-06-30T22:48:48.056000+05:30,2026-06-30T20:00:00+05:30,Liberty Bus Stop,,,,,,https://maps.app.goo.gl/ZMHv1fwNFLkRaH6s9?g_st=ac,Other Metal Bus Shelter (Other than Stainless Steel),Satisfactory – minor wear/dusty but usable,,0,1,0,,0,0,0,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,,None of the above,0,0,0,0,0,0,1,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",Unsure,"Safe – well-lit, visible, and active surroundings",No – overcrowded or high number of people standing on the road,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,"Yes – lit by nearby street lights, shop fronts, or advertisement boards",Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus","Yes – but faded, small, or difficult to read",No information displayed at all,Seating / bench CCTV camera,1,0,0,0,0,1,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",No advertisements,,,1000330888-22_48_19.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797483943/attachments/atttxT2HpXmQ6QhYHe7vfVwc/,1000330887-22_48_25.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797483943/attachments/attrb5zR3pw4NHZ8n9VA3mTK/,,,,,797483943,a05ff8b4-39f3-49c9-a7fc-224d54e6fcfc,2026-06-30T22:48:54+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:a05ff8b4-39f3-49c9-a7fc-224d54e6fcfc,174,Chennai,Chennai,13.053317,80.227831,gmaps_link,OK,False,False,True,1,False,False,0,True,False,False,1,True,True,,2,False,True,1,False,True,True,False,2,True,True,2,Poor,True,True,True,False,True,4,Commercial,4,7,42
2026-06-29T23:19:35.099000+05:30,2026-06-29T23:26:10.857000+05:30,2026-06-19T09:23:00+05:30,Sithalapakkam(Towards Ottiyambakkam)),12.88707 80.18427 0 0,12.88707,80.18427,0.0,0.0,,Concrete/Masonry Bus Shelter,Satisfactory – minor wear/dusty but usable,,1,0,0,,0,0,0,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,,None of the above,0,0,0,0,0,0,1,," Yes – fully accessible, no obstructions",Unsure,"Somewhat safe – some concerns (e.g., poor visibility, isolated location)",Unsure,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,"Yes – lit by nearby street lights, shop fronts, or advertisement boards",Yes – clear sightline to see the approaching buses,No - the seating is too small to sit comfortably ,"Yes – but faded, small, or difficult to read",No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements dominate; passenger information is secondary,,,1000240347-23_25_28.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797815958/attachments/attu7JGbBTh5D7NMTfqMTZCW/,1000240349-23_25_37.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797815958/attachments/attQNJtJ5JAwzSFLfKPVypZP/,,,,,797815958,16085d38-1e8a-4214-a591-81079a4653da,2026-07-01T09:02:19+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:16085d38-1e8a-4214-a591-81079a4653da,175,Chennai,Chennai,12.88707,80.18427,device_gps,OK,False,False,True,1,False,False,0,True,True,False,2,True,True,,2,False,True,1,False,True,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Commercial,4,8,14
2026-07-01T11:51:34.412000+05:30,2026-07-01T12:24:56.189000+05:30,2026-07-01T12:11:00+05:30,Semmencheri Aazhamaram,12.861523 80.226598 -73.70000457763672 39,12.861523,80.226598,-73.70000458,39.0,,Stainless Steel Bus Shelter,Unclean/Poorly Maintained,,0,1,0,,0,0,0,,1 - this is a standalone shelter ,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,,Pedestrian crossing at/close to the bus stop to cross the road?,0,0,0,0,0,1,0,," Yes – fully accessible, no obstructions","Yes – signs of standing water, algae, or drainage issues visible","Unsafe – poorly lit, isolated, or has a history of feeling threatening",Yes – adequate space for passengers,No – The roof is too damaged or broken to provide shelter,No – exposed to full sun,No – inadequate or no lighting at all,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,Seating / bench Sufficient seating for the number of people typically waiting,1,1,0,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements dominate; passenger information is secondary,Roof is in very bad condition. Can fly anytime and is in tin,Need to better the footpath which is inaccessible,20260701_121917-12_22_9.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797930293/attachments/attqL8jxVfjZ8rurUG3XM7aL/,20260701_122315-12_23_52.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797930293/attachments/attzyB9Wh6dETSK2VUKB5SDv/,20260701_122338-12_23_59.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797930293/attachments/attwgXhkRDQwkiDvaRMnXLGd/,20260701_121536-12_24_6.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797930293/attachments/attFFe9Jyh8WknsCpYfQwT8r/,797930293,19ab6585-e3d5-492e-9b4a-48ad5f0d11a4,2026-07-01T12:24:56+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:19ab6585-e3d5-492e-9b4a-48ad5f0d11a4,177,Chennai,Chennai,12.861523,80.226598,device_gps,OK,False,True,True,2,False,False,0,False,False,False,0,True,True,,2,True,True,2,True,False,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Commercial,6,8,14
2026-07-01T12:24:56.407000+05:30,2026-07-01T12:34:37.338000+05:30,2026-07-01T12:26:00+05:30,Sathyabhama Semmencheri,12.871697 80.226327 -77.10000610351562 43.04899978637695,12.871697,80.226327,-77.1000061,43.04899979,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,0,1,0,,0,0,0,,1 - this is a standalone shelter ,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,,None of the above,0,0,0,0,0,0,1,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",No – overcrowded or high number of people standing on the road,Yes – roof is intact and effective,Partial – some shade but insufficient,"Yes – lit by nearby street lights, shop fronts, or advertisement boards",Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mostly Institutional - Schools, Hospitals, Govt. Offices, etc",Yes – advertisements dominate; passenger information is secondary,Platform is broken on both sides.,clean debris and repave the pavement,20260701_123325-12_34_15.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797939349/attachments/atteAf9E55mA9vh8j4vN98Yw/,20260701_123339-12_34_25.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797939349/attachments/attDvfnUHU4riCHSpm7Yuqqc/,20260701_123345-12_34_31.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797939349/attachments/attCaMB4KA6khcQxAGNEZcnA/,,,797939349,4a7ff21d-2761-49df-aeaa-e4b4450e0c04,2026-07-01T12:34:38+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:4a7ff21d-2761-49df-aeaa-e4b4450e0c04,178,Chennai,Chennai,12.871697,80.226327,device_gps,OK,False,False,True,1,False,False,0,True,False,False,1,True,True,,2,False,True,1,True,False,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Institutional,4,7,42
2026-07-01T12:34:37.532000+05:30,2026-07-01T12:43:48.560000+05:30,2026-07-01T12:35:00+05:30,Kumaran Nagar Semmencheri,12.87762 80.227025 -76 8.5,12.87762,80.227025,-76.0,8.5,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,0,1,0,,0,0,0,,1 - this is a standalone shelter ,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,,None of the above,0,0,0,0,0,0,1,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",No – overcrowded or high number of people standing on the road,No – The roof is too damaged or broken to provide shelter,Partial – some shade but insufficient,"Yes – lit by nearby street lights, shop fronts, or advertisement boards",Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mixed Use - A mix of commercial/residential/office, etc",Yes – advertisements dominate; passenger information is secondary,The tin roof is broken,,20260701_124142-12_43_40.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797947625/attachments/attsLTYssRVefMgDP2hhPzQG/,20260701_124155-12_42_30.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797947625/attachments/att6Z5rduCRCmDHnFi3UFsZz/,20260701_124142-12_42_40.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797947625/attachments/attvPFCNATpwpupRqZPQpWDz/,,,797947625,d94d3bd4-34ef-4823-8afc-9848d2a327a6,2026-07-01T12:43:49+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:d94d3bd4-34ef-4823-8afc-9848d2a327a6,179,Chennai,Chennai,12.87762,80.227025,device_gps,OK,False,True,True,2,False,False,0,True,False,False,1,True,True,,2,False,True,1,True,False,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Mixed Use,5,8,14
2026-07-01T12:43:48.737000+05:30,2026-07-01T12:51:39.534000+05:30,2026-07-01T12:47:00+05:30,Ponniaman Kovil stop,12.886236 80.226843 -75.9000015258789 8.5,12.886236,80.226843,-75.90000153,8.5,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,,0,1,0,,0,0,0,,1 - this is a standalone shelter ,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,,"Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",0,1,0,0,0,0,0,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Unsafe – poorly lit, isolated, or has a history of feeling threatening",Yes – adequate space for passengers,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,No – inadequate or no lighting at all,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mostly Residential - Housing, Apartments, etc",Yes – advertisements dominate; passenger information is secondary,walkway should be free of debris,the stop is too high...is hard to climb,20260701_124641-12_51_19.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797954426/attachments/att2SYCfGKFH5g5bD6UdBReB/,20260701_124641-12_51_28.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797954426/attachments/attAZ3nvuPrk7Z29S5VYyDLf/,20260701_125024-12_51_34.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/797954426/attachments/attWKfdDmhLpkCd8nEGfTSQR/,,,797954426,580d655a-09bd-4881-930a-b42520d452eb,2026-07-01T12:51:39+05:30,,,submitted_via_web,vWYt35PLUqbkm8oQynok35,,uuid:580d655a-09bd-4881-930a-b42520d452eb,180,Chennai,Chennai,12.886236,80.226843,device_gps,OK,False,False,True,1,False,False,0,True,False,False,1,True,True,,2,False,True,1,True,False,True,False,2,True,True,2,Poor,True,True,True,True,True,5,Residential,4,7,42
