start,end,Date and Time,"Name of the Bus Stop (as displayed on the shelter, if no info is available write the commonly known name)",Survey Location,_Survey Location_latitude,_Survey Location_longitude,_Survey Location_altitude,_Survey Location_precision,"If Location field is not working, please enter coordinates from google maps or paste the location URL",Type of Bus Stop,Condition of Bus Shelter,How is the bus stop positioned relative to the road?,"How is the bus stop positioned relative to the road?/Set back from the road – against a wall, compound, or building edge",How is the bus stop positioned relative to the road?/On the road edge / footpath edge – directly adjacent to traffic,How is the bus stop positioned relative to the road?/The road/footpath is too narrow ,Relationship between Bus Stop and Pedestrians,Is there space behind the bus shelter for pedestrians to walk/wheelchair to move freely?,Is there space between the bus shelter and the road for pedestrians to walk/wheelchair to move freely? ,"Can pedestrians/wheelchair users move past the bus stop on the footpath, without having to step down on the road? ",Is the space behind the bus shelter usable?,How many bus shelters are placed close to each other?,Where do buses typically stop? ,Where do buses typically stop? /At the bus stop – buses pull up to the shelter/marked stop,Where do buses typically stop? /Away from the bus stop – buses stop before or beyond the shelter/marked location,Where do buses typically stop? /Bus stop not clearly marked,Where do buses typically stop? /Unsure / not observed,How far away from the kerb/Bus stop platform does the bus stop?,Tick all access features present at this bus stop,Tick all access features present at this bus stop/Footpath available to reach the bus stop from both directions,"Tick all access features present at this bus stop/Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",Tick all access features present at this bus stop/Ramp for wheelchair users to access the bus stop,"Tick all access features present at this bus stop/Ramp is in usable condition (not too steep, not broken, nor blocked)",Tick all access features present at this bus stop/Tactile paving for visually impaired users,Tick all access features present at this bus stop/Pedestrian crossing at/close to the bus stop to cross the road?,Tick all access features present at this bus stop/None of the above,Check this box if the bus stop's kerb is higher than 15cms or has steps to access ,Is the bus stop area free of encroachments?,Is there evidence of water-logging or poor drainage around the stop?," How safe does this bus stop feel, particularly at night?", Is the bus stop big enough for the number of people who typically wait here?,Does the bus stop have a roof that shelters people from rain?,Is there adequate shade during the day for people waiting?,Is there adequate lighting at the bus stop during the night?,"If seated at the bus stop, can you clearly see an approaching bus?",Is the seating provided comfortable?,Is the name of the bus stop clearly displayed?,Is bus route information displayed at the stop?,Tick all amenities present at this bus stop,Tick all amenities present at this bus stop/Seating / bench,Tick all amenities present at this bus stop/Sufficient seating for the number of people typically waiting,Tick all amenities present at this bus stop/Dustbin / waste bin,Tick all amenities present at this bus stop/Drinking water (tap or dispenser),Tick all amenities present at this bus stop/Public toilet nearby (within eyesight),Tick all amenities present at this bus stop/CCTV camera,Tick all amenities present at this bus stop/Digital information boards with real time arrival information and service alerts,Tick all amenities present at this bus stop/None of the Above,What is the primary land use or activity near this bus stop?,Does the bus shelter carry advertisements?,Any other observations about this bus stop?,Top 1–2 improvements you would recommend for this stop,Photo of Bus Stop Front,Photo of Bus Stop Front_URL,Photo of Bus Stop from Side ,Photo of Bus Stop from Side _URL,Photo of any other key observation 1 ,Photo of any other key observation 1 _URL,Photo of any other key observation 2 ,Photo of any other key observation 2 _URL,id,uuid,submission_time,_validation_status,notes,status,version,tags,meta/rootUuid,index,city,source_form,latitude,longitude,coordinate_source,location_flag
2026-06-13T17:58:07.789000+05:30,2026-06-13T18:14:09.475000+05:30,2026-06-13T18:10:00+05:30,கணேசபுரம்,13.109741 80.259329 -64.60000610351562 24.326000213623047,13.109741,80.259329,-64.6000061,24.32600021,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,No,No,No,,1 - this is a standalone shelter ,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,"Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc Ramp for wheelchair users to access the bus stop Ramp is in usable condition (not too steep, not broken, nor blocked)",0,1,1,1,0,0,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material","Yes – signs of standing water, algae, or drainage issues visible","Unsafe – poorly lit, isolated, or has a history of feeling threatening", No – overcrowded or high number of people standing on the road,No – The roof is too damaged or broken to provide shelter,Partial – some shade but insufficient,No – inadequate or no lighting at all,"No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)",No - the seating is too small to sit comfortably ,"Yes – but faded, small, or difficult to read",Yes – but information seems outdated or unreliable,Seating / bench,1,0,0,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements present but passenger information is still clearly visible,No,No,17813543103207596639055447011541-18_8_50.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/779586952/attachments/atti7qr2iGG83SPRyaXpH3JS/,,,,,,,779586952,7d5421cc-14f7-452e-bb31-1dc89ec3c337,2026-06-13T18:14:13+05:30,,,submitted_via_web,v73kjXt7geHumXyTDeh2CX,,uuid:7d5421cc-14f7-452e-bb31-1dc89ec3c337,38,Chennai,Chennai,13.109741,80.259329,device_gps,OK
2026-06-13T18:14:09.704000+05:30,2026-06-13T18:31:40.433000+05:30,2026-06-13T18:28:00+05:30,தீயணைப்பு நிலையம் வியாசர்பாடி,13.113845 80.25545 -66.80000305175781 16.601999282836914,13.113845,80.25545,-66.80000305,16.60199928,,Stainless Steel Bus Shelter,Unclean/Poorly Maintained,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,No,No,No,,1 - this is a standalone shelter ,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,"Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc Tactile paving for visually impaired users",0,1,0,0,1,0,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material","Yes – signs of standing water, algae, or drainage issues visible","Somewhat safe – some concerns (e.g., poor visibility, isolated location)", No – overcrowded or high number of people standing on the road,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Yes - from both bus shelter AND trees,Partially – some light but insufficient,Yes – clear sightline to see the approaching buses,No - the seating is too small to sit comfortably ,"Yes – but faded, small, or difficult to read",Yes – but information seems outdated or unreliable,Seating / bench Dustbin / waste bin,1,0,1,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements present but passenger information is still clearly visible,No,No,17813555806585987469570791518758-18_29_54.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/779597903/attachments/attaGDa7mD7T5uNd6WzSYz5o/,17813556099696769475685013347263-18_30_18.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/779597903/attachments/attPixvzsQVeVG7gzwUe8Ccr/,17813556259544131701271635118299-18_30_32.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/779597903/attachments/attTqEpXrvCrjAv7FRBXk7AY/,,,779597903,1b6f9a28-9154-47fa-a288-c9b661dcd13b,2026-06-13T18:31:45+05:30,,,submitted_via_web,v73kjXt7geHumXyTDeh2CX,,uuid:1b6f9a28-9154-47fa-a288-c9b661dcd13b,39,Chennai,Chennai,13.113845,80.25545,device_gps,OK
2026-06-13T21:11:26.470000+05:30,2026-06-13T21:18:18.577000+05:30,2026-06-13T21:11:00+05:30,Sastri nagar,12.996597 80.259436 13.079191873257827 19.53646452528199,12.996597,80.259436,13.07919187,19.53646453,,Stainless Steel Bus Shelter, Clean and Well Maintained,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,Yes,Yes,Yes,No - It's obstructed due to encroachment ,1 - this is a standalone shelter ,Bus stop not clearly marked,0,0,1,0,"Way Out in the Road (More than 1 meter): The bus stops far from the footpath, blocking a lane of traffic, forcing people to walk across active traffic to board the bus",Footpath available to reach the bus stop from both directions Ramp for wheelchair users to access the bus stop,1,0,1,0,0,0,0,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Yes – the bus shelter itself has a working light,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus","Yes – but faded, small, or difficult to read",No information displayed at all,Seating / bench Sufficient seating for the number of people typically waiting,1,1,0,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements dominate; passenger information is secondary,Digital board is there but not working,Parking happens in front and around the bus shelter,image-21_17_28.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/779712889/attachments/attZcB9bYLmccmP2Qms6mE5R/,image-21_17_45.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/779712889/attachments/attFAWBTkGCsHt6Ma5iTXisG/,image-21_17_58.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/779712889/attachments/att6wxQ2SEpN6WQFFDCCriii/,image-21_18_15.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/779712889/attachments/atteWbBrXqB2636YeaFRTJmr/,779712889,114cd545-7663-4a13-95ef-c1e1cd79c2d3,2026-06-13T21:18:31+05:30,,,submitted_via_web,v73kjXt7geHumXyTDeh2CX,,uuid:114cd545-7663-4a13-95ef-c1e1cd79c2d3,40,Chennai,Chennai,12.996597,80.259436,device_gps,OK
2026-06-14T09:26:00.061000+05:30,2026-06-14T09:32:34.635000+05:30,2026-06-14T09:26:00+05:30,Aavin Bus stop,12.894602 80.222595 13.03315293147432 8.508858471923169,12.894602,80.222595,13.03315293,8.508858472,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,"Set back from the road – against a wall, compound, or building edge On the road edge / footpath edge – directly adjacent to traffic",1,1,0,,No,No,No,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,Footpath available to reach the bus stop from both directions Pedestrian crossing at/close to the bus stop to cross the road?,1,0,0,0,0,1,0,," Yes – fully accessible, no obstructions",Unsure,"Somewhat safe – some concerns (e.g., poor visibility, isolated location)",Yes – adequate space for passengers,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,Partially – some light but insufficient,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,Seating / bench Sufficient seating for the number of people typically waiting,1,1,0,0,0,0,0,0,"Mostly Institutional - Schools, Hospitals, Govt. Offices, etc",Yes – advertisements dominate; passenger information is secondary,"I just sent a request for Chennai bus transportation audit, but I’m an individual and not representative of any organisation. I just thought of sending a feedback on bus stops in OMR, where majority of the stops don’t have the names of bus stops itself. It is difficult for people to not know the bus stand",All bus stops in Chennai should have the name of the bus stop prominently,IMG_6929-9_32_31.png,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/779935441/attachments/attpCPHMCeCEx7opRaa3PwGd/,,,,,,,779935441,20b7084c-72fd-4e84-a6b1-20c719164a95,2026-06-14T09:32:37+05:30,,,submitted_via_web,v73kjXt7geHumXyTDeh2CX,,uuid:20b7084c-72fd-4e84-a6b1-20c719164a95,41,Chennai,Chennai,12.894602,80.222595,device_gps,OK
2026-06-13T12:16:15.798000+05:30,2026-06-14T13:03:47.762000+05:30,2026-06-14T07:02:00+05:30,Shenoy Nagar Government School - Towards Aminjikarai,13.077389 80.225162 0 0,13.077389,80.225162,0,0,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,"Set back from the road – against a wall, compound, or building edge",1,0,0,,No,No,No,,4+,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,No footpath available,Pedestrian crossing at/close to the bus stop to cross the road?,0,0,0,0,0,1,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Yes – the bus shelter itself has a working light,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus","Yes – but faded, small, or difficult to read",Yes – route list is prominently displayed and appears current,Seating / bench Sufficient seating for the number of people typically waiting Dustbin / waste bin,1,1,1,0,0,0,0,0,"Mixed Use - A mix of commercial/residential/office, etc",Yes – advertisements present but passenger information is still clearly visible,Too many non commuters are occupying the seats at the bus stop,1. Need footpath 2. Remove the old bus shelters,Shenoy Nagar Government School Bus Stop - Front-13_3_12.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780020919/attachments/attcBYvDXApNbo4Di9bALzvj/,Shenoy Nagar Government School Bus Stop - Side-13_3_22.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780020919/attachments/att3D5aDzy3daNFamZ6prRXQ/,Shenoy Nagar Government School Bus Stop - encroachment-13_3_34.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780020919/attachments/attm9xLLjthXAyDAMeXaMMWK/,Shenoy Nagar Government School Bus Stop - Old shelter to be removed-13_3_43.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780020919/attachments/att5pspYzPJWmJzx5ZQQvrGq/,780020919,258b5289-7e2f-4769-ada4-8569f9190701,2026-06-14T13:03:51+05:30,,,submitted_via_web,v73kjXt7geHumXyTDeh2CX,,uuid:258b5289-7e2f-4769-ada4-8569f9190701,42,Chennai,Chennai,13.077389,80.225162,device_gps,OK
2026-06-14T18:25:52.834000+05:30,2026-06-14T18:36:31.025000+05:30,2026-06-14T07:04:00+05:30,Shenoy Nagar Metro Station - Towards Anna Nagar East,13.076619 80.224879 0 0,13.076619,80.224879,0,0,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,"Set back from the road – against a wall, compound, or building edge",1,0,0,,No,No,No,,2,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,"Way Out in the Road (More than 1 meter): The bus stops far from the footpath, blocking a lane of traffic, forcing people to walk across active traffic to board the bus",Pedestrian crossing at/close to the bus stop to cross the road?,0,0,0,0,0,1,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Yes – the bus shelter itself has a working light,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",Yes – name is prominently visible and legible,Yes – route list is prominently displayed and appears current,Seating / bench Sufficient seating for the number of people typically waiting Dustbin / waste bin,1,1,1,0,0,0,0,0,"Mixed Use - A mix of commercial/residential/office, etc",Yes – advertisements present but passenger information is still clearly visible,Most passengers stand on the road waiting for the bus,1. Need footpath free of encroachments  to access the bus stop 2. Remove encroachments from the bus stop,Shenoy Nagar Metro Station Bus Stop - Front-18_35_54.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780215143/attachments/att6e4DEZnLSzHhQnWExm2jP/,Shenoy Nagar Metro Station Bus Stop - Side-18_36_3.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780215143/attachments/att4nb3hqLifrKixCef2G53u/,,,,,780215143,08c2092a-538c-4ed3-80f4-1c2ed2f001f1,2026-06-14T18:36:50+05:30,,,submitted_via_web,v73kjXt7geHumXyTDeh2CX,,uuid:08c2092a-538c-4ed3-80f4-1c2ed2f001f1,43,Chennai,Chennai,13.076619,80.224879,device_gps,OK
2026-06-14T18:36:31.117000+05:30,2026-06-14T18:56:11.118000+05:30,2026-06-14T07:10:00+05:30,Aminjikarai Market Bus Stop - Towards Kilpauk,13.07447 80.223512 0 0,13.07447,80.223512,0,0,,No Shelter and No Signboard,,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,No,No,No,,,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,"Way Out in the Road (More than 1 meter): The bus stops far from the footpath, blocking a lane of traffic, forcing people to walk across active traffic to board the bus",None of the above,0,0,0,0,0,0,1,,Heavily encroached – the stop is largely unusable because of obstructions,"Yes – signs of standing water, algae, or drainage issues visible","Unsafe – poorly lit, isolated, or has a history of feeling threatening",,,No – exposed to full sun,No – inadequate or no lighting at all,,,,,None of the Above,0,0,0,0,0,0,0,1,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",,No Bus shelter and no signboard,1. Need a Proper Bus Shelter and Signboard 2. Need Footpath,Aminjikarai Market Bus Stop - Towards Kilpauk-18_55_37.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780225960/attachments/attZo9pY7GCpxLwbaYjd57u6/,,,Aminjikarai Market Bus stop - Towards Kilpauk surroundings-18_55_47.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780225960/attachments/attqjyUHjMra3wWQmGKXuo5N/,,,780225960,77e431f3-13f3-4260-8c05-ebac7916084b,2026-06-14T18:56:14+05:30,,,submitted_via_web,v73kjXt7geHumXyTDeh2CX,,uuid:77e431f3-13f3-4260-8c05-ebac7916084b,44,Chennai,Chennai,13.07447,80.223512,device_gps,OK
2026-06-14T18:56:11.182000+05:30,2026-06-14T19:10:08.206000+05:30,2026-06-14T07:20:00+05:30,Aminjikarai Market Bus Stop - Towards Koyambedu,13.074051 80.223103 0 0,13.074051,80.223103,0,0,,No Shelter and No Signboard,,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,No,No,No,,,Bus stop not clearly marked,0,0,1,0,"Way Out in the Road (More than 1 meter): The bus stops far from the footpath, blocking a lane of traffic, forcing people to walk across active traffic to board the bus",None of the above,0,0,0,0,0,0,1,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",No – area appears well-drained,"Somewhat safe – some concerns (e.g., poor visibility, isolated location)",,,No – exposed to full sun,Partially – some light but insufficient,,,,,None of the Above,0,0,0,0,0,0,0,1,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",,Bus Stops middle of road,1. Need Bus Shelter with Signboard 2. Need footpath,Aminjikarai Market Bus Stop - towards Koyambedu-19_9_12.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780232833/attachments/attbkmFfMen4PRQ4rE3KXTVL/,,,Aminjikarai Market Bus Stop - Towards KoyambeduBus Stopping middle of road-19_9_56.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780232833/attachments/attHS48m7bHyWDWxmWukrn72/,,,780232833,663e514a-6fd6-43cd-9e50-34377fd57517,2026-06-14T19:10:12+05:30,,,submitted_via_web,v73kjXt7geHumXyTDeh2CX,,uuid:663e514a-6fd6-43cd-9e50-34377fd57517,45,Chennai,Chennai,13.074051,80.223103,device_gps,OK
2026-06-14T19:10:08.268000+05:30,2026-06-14T19:35:37.517000+05:30,2026-06-14T07:30:00+05:30,Aminjikarai Tollgate Bus Stop - Towards Koyambedu,13.074949 80.230643 0 0,13.074949,80.230643,0,0,,Stainless Steel Bus Shelter,Unclean/Poorly Maintained,"Set back from the road – against a wall, compound, or building edge On the road edge / footpath edge – directly adjacent to traffic The road/footpath is too narrow ",1,1,1,,No,No,No,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,Pedestrian crossing at/close to the bus stop to cross the road?,0,0,0,0,0,1,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",No – area appears well-drained,"Somewhat safe – some concerns (e.g., poor visibility, isolated location)", No – overcrowded or high number of people standing on the road,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Partial – some shade but insufficient,Unsure / Not observed,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",No – name is missing,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mixed Use - A mix of commercial/residential/office, etc",Yes – advertisements dominate; passenger information is secondary,Encroachments block access to footpath,1. Need Proper Passenger information 2. Need footpath,Aminjikarai Tollgate Bus Stop - Towards Koyambedu Partial Front view -19_34_57.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780246803/attachments/att27cXsNeDZ4ub6Db8uHnM8/,Aminjikarai Tollgate Bus Stop - Side View-19_35_6.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780246803/attachments/att4qHndf7hmsz6CuBT7PHJ8/,Aminjikarai Tollgate Bus Stop - Van encroaching access-19_35_15.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780246803/attachments/attPHqkyuxnRE39BfCNEfTee/,,,780246803,7259e9c2-a655-4eef-ac24-9c9fba7542a6,2026-06-14T19:35:41+05:30,,,submitted_via_web,v73kjXt7geHumXyTDeh2CX,,uuid:7259e9c2-a655-4eef-ac24-9c9fba7542a6,46,Chennai,Chennai,13.074949,80.230643,device_gps,OK
2026-06-14T19:35:37.585000+05:30,2026-06-14T19:53:19.724000+05:30,2026-06-14T07:40:00+05:30,Pachayappas Metro Station Bus Stop - towards Kilpauk,13.075448 80.231149 0 0,13.075448,80.231149,0,0,,Stainless Steel Bus Shelter, Clean and Well Maintained,"Set back from the road – against a wall, compound, or building edge On the road edge / footpath edge – directly adjacent to traffic The road/footpath is too narrow ",1,1,1,,No,No,No,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,Unsure / not observed,Footpath available to reach the bus stop from both directions Pedestrian crossing at/close to the bus stop to cross the road?,1,0,0,0,0,1,0,," Yes – fully accessible, no obstructions",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings",Unsure,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Unsure / Not observed,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",Yes – name is prominently visible and legible,Yes – route list is prominently displayed and appears current,Seating / bench Dustbin / waste bin Digital information boards with real time arrival information and service alerts,1,0,1,0,0,0,1,0,"Mostly Institutional - Schools, Hospitals, Govt. Offices, etc",Yes – advertisements present but passenger information is still clearly visible,Digital Signboard is there,"Need more than one shelter, given that this is next to Metro Station",Pachayappas College Metro Station Bus Stop - towards Kilpauk Front View-19_52_34.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780255166/attachments/attNGKnthLAV28TALeQBQoJf/,Pachayappas College Metro Station Bus Stop - towards Kilpauk Side View-19_52_44.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780255166/attachments/attyPs9GW266hm8mk4dhu8Di/,Pachayappas College Metro Station Bus Stop - towards Kilpauk digital board viewjpg-19_53_11.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780255166/attachments/attMHiyTPdZP6d6ti8txQGLQ/,,,780255166,6051d72d-50cf-4037-9bd3-94752aad58c7,2026-06-14T19:53:23+05:30,,,submitted_via_web,v73kjXt7geHumXyTDeh2CX,,uuid:6051d72d-50cf-4037-9bd3-94752aad58c7,47,Chennai,Chennai,13.075448,80.231149,device_gps,OK
2026-06-14T19:53:19.802000+05:30,2026-06-14T20:13:50.105000+05:30,2026-06-14T07:45:00+05:30,Aminjikarai Bus Stop - Towards Kilpauk,13.074304 80.226907 0 0,13.074304,80.226907,0,0,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,"Set back from the road – against a wall, compound, or building edge On the road edge / footpath edge – directly adjacent to traffic The road/footpath is too narrow ",1,1,1,,No,No,No,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,"Way Out in the Road (More than 1 meter): The bus stops far from the footpath, blocking a lane of traffic, forcing people to walk across active traffic to board the bus",None of the above,0,0,0,0,0,0,1,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",No – area appears well-drained,"Safe – well-lit, visible, and active surroundings", No – overcrowded or high number of people standing on the road,Yes – roof is intact and effective,Partial – some shade but insufficient,Unsure / Not observed,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",Yes – name is prominently visible and legible,Yes – route list is prominently displayed and appears current,Seating / bench,1,0,0,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements present but passenger information is still clearly visible,"2 other Bus Shelters are missing for Buses 101, 27B etc",1. Need 2 additional bus Shelters which were there before 2. Need footpath,Aminjikarai Bus Stop - towards Kilpauk Front View-20_11_46.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780265362/attachments/attvZ7nk6pvdx22rhbMqhNNG/,Aminjikarai Bus Stop - Towards kilpauk - Side View-20_11_59.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780265362/attachments/attF2uRnkPALXb8pMoDXMWY7/,Aminjikarai Bus Stop - Towards kilpauk - Encroachment-20_12_9.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780265362/attachments/att4P5Bw4CEqkHwdSpPH5nPY/,Aminjikarai Bus Stop - Towards kilpauk - Showing only few buses-20_13_24.jpg,https://kf.kobotoolbox.org/api/v2/assets/axZaE8YRFpZYaQWWvuZPyu/data/780265362/attachments/attLrEz4uz2jt44HxMGHzvjJ/,780265362,6c0c7e12-bda8-45c1-91de-6ff08fbda0fe,2026-06-14T20:13:54+05:30,,,submitted_via_web,v73kjXt7geHumXyTDeh2CX,,uuid:6c0c7e12-bda8-45c1-91de-6ff08fbda0fe,48,Chennai,Chennai,13.074304,80.226907,device_gps,OK
